Structures   Fraction     E[J/m2]      V[A]         Fx           Fy           Fz           Q4           Q6           Q8           Q12          Method       
lammps_0613  0.4286       0.97039      0.19148      -1.82468     0.14697      -0.00053     -0.08325     -0.14573     -0.01653     -0.16873     byEQ         
lammps_0614  0.8571       0.97247      0.29415      1.95844      0.90646      -0.00425     -0.10728     -0.14744     -0.04017     -0.19338     byEQ         
lammps_0615  0.4286       0.97090      0.20752      -1.59628     0.69315      -0.00105     -0.09091     -0.15108     -0.01858     -0.17653     byEQ         
lammps_0616  0.3214       0.97054      0.20762      -1.48116     0.50173      0.00486      -0.09381     -0.15422     -0.00872     -0.17576     byEQ         
lammps_0617  0.4286       0.97170      0.21448      -1.40638     0.67414      0.00575      -0.09057     -0.15115     -0.01333     -0.17412     byEQ         
lammps_0618  0.3929       0.97204      0.20956      -1.68095     0.75214      -0.00036     -0.08674     -0.14903     -0.01753     -0.17130     byEQ         
lammps_0619  0.3929       0.97201      0.20406      -1.74691     0.56741      0.00013      -0.08680     -0.14902     -0.01490     -0.17124     byEQ         
lammps_0620  0.3571       0.97222      0.21115      -1.53522     0.61346      -0.00084     -0.08342     -0.14633     -0.01167     -0.16939     byEQ         
lammps_0621  0.4286       0.97263      0.20917      -1.63903     0.61713      0.00630      -0.08809     -0.14832     -0.01608     -0.17169     byEQ         
lammps_0622  0.3929       0.97342      0.21222      -1.73763     0.89916      0.00003      -0.08774     -0.15143     -0.01957     -0.17348     byEQ         
lammps_0623  0.3571       0.97342      0.21137      -1.48800     0.58864      -0.00274     -0.08531     -0.14866     -0.00981     -0.17128     byEQ         
lammps_0624  0.4286       0.97319      0.21535      -1.47061     0.73359      0.00564      -0.08793     -0.14906     -0.01278     -0.17156     byEQ         
lammps_0625  0.3571       0.97439      0.21378      -1.46448     0.60214      -0.00272     -0.08396     -0.14675     -0.01078     -0.16880     byEQ         
lammps_0626  0.8214       0.97672      0.30873      2.20950      1.08787      -0.00377     -0.10836     -0.14893     -0.03695     -0.19258     byEQ         
lammps_0627  0.3571       0.97465      0.21288      -1.48077     0.58382      -0.00073     -0.08233     -0.14639     -0.01099     -0.16846     byEQ         
lammps_0628  0.3929       0.97509      0.21141      -1.75731     0.79361      0.00683      -0.08360     -0.14685     -0.01969     -0.16950     byEQ         
lammps_0629  0.4286       0.97529      0.20808      -1.67262     0.69335      0.00628      -0.09259     -0.15440     -0.01681     -0.17834     byEQ         
lammps_0630  0.8214       0.97752      0.30866      2.20668      1.07842      -0.00387     -0.10309     -0.14354     -0.03911     -0.18880     byEQ         
lammps_0631  0.3571       0.97553      0.22490      -1.07844     0.46376      0.00177      -0.08355     -0.14374     -0.00532     -0.16500     byEQ         
lammps_0632  0.4286       0.97572      0.20868      -1.65736     0.70604      0.00555      -0.09331     -0.15571     -0.01750     -0.18041     byEQ         
lammps_0633  0.4286       0.97569      0.22402      -1.23602     0.84407      0.00547      -0.09170     -0.15423     -0.01226     -0.17584     byEQ         
lammps_0634  0.3571       0.97448      0.20830      -1.60506     0.49322      -0.00146     -0.08458     -0.14840     -0.01148     -0.16982     byEQ         
lammps_0635  0.3571       0.97611      0.21287      -1.64759     0.74431      0.00647      -0.08588     -0.14975     -0.01507     -0.17362     byEQ         
lammps_0636  0.4286       0.97681      0.21468      -1.59733     0.72292      -0.00160     -0.09062     -0.15197     -0.01446     -0.17300     byEQ         
lammps_0637  0.8214       0.97897      0.30778      2.18848      1.04359      -0.00383     -0.10285     -0.14205     -0.03908     -0.18710     byEQ         
lammps_0638  0.3929       0.97708      0.21156      -1.75258     0.79908      -0.00019     -0.08578     -0.14864     -0.01775     -0.17072     byEQ         
lammps_0639  0.4286       0.97727      0.21064      -1.55746     0.70154      -0.00147     -0.09025     -0.15337     -0.01796     -0.17649     byEQ         
lammps_0640  0.8214       0.97906      0.30349      2.00098      0.99257      -0.00370     -0.10105     -0.14212     -0.03326     -0.18483     byEQ         
lammps_0641  0.8929       0.97853      0.31851      1.51378      1.02245      0.00237      -0.07564     -0.12376     0.00499      -0.14904     byEQ         
lammps_0642  0.8214       0.97951      0.30785      2.18575      1.04289      -0.00417     -0.09639     -0.13506     -0.04185     -0.18256     byEQ         
lammps_0643  0.8929       0.97945      0.31758      1.64520      0.91887      0.00256      -0.07585     -0.12552     0.00548      -0.14848     byEQ         
lammps_0644  0.8214       0.97990      0.30759      2.18459      1.02721      -0.00391     -0.10136     -0.14058     -0.03983     -0.18617     byEQ         
lammps_0645  0.3214       0.97642      0.19724      -1.74740     0.36695      -0.00276     -0.09677     -0.15906     -0.00900     -0.18107     byEQ         
lammps_0646  0.3571       0.97767      0.20751      -1.31676     0.28562      -0.00088     -0.09095     -0.15122     -0.01063     -0.17545     byEQ         
lammps_0647  0.8214       0.98011      0.30347      1.99404      0.98409      -0.00368     -0.09891     -0.13954     -0.03427     -0.18298     byEQ         
lammps_0648  0.4286       0.97872      0.21466      -1.52929     0.72145      0.00559      -0.09391     -0.15675     -0.01579     -0.17826     byEQ         
lammps_0649  0.3571       0.97813      0.21540      -1.61254     0.69883      0.00661      -0.08281     -0.14528     -0.01400     -0.16824     byEQ         
lammps_0650  0.3571       0.97833      0.21650      -1.60298     0.72439      0.00001      -0.08172     -0.14377     -0.01473     -0.16688     byEQ         
lammps_0651  0.3571       0.97804      0.21491      -1.58055     0.65333      0.00617      -0.08269     -0.14457     -0.01322     -0.16781     byEQ         
lammps_0652  0.4286       0.97922      0.21117      -1.65545     0.73338      0.00556      -0.09406     -0.15703     -0.01562     -0.18011     byEQ         
lammps_0653  0.8214       0.98093      0.29566      1.77881      0.89417      -0.00379     -0.11080     -0.15329     -0.03233     -0.19403     byEQ         
lammps_0654  0.3571       0.97899      0.21611      -1.56256     0.66523      0.00661      -0.08677     -0.14953     -0.01170     -0.17124     byEQ         
lammps_0655  0.3571       0.97900      0.20998      -1.53719     0.37655      0.00062      -0.08260     -0.14464     -0.01160     -0.16744     byEQ         
lammps_0656  0.3571       0.97944      0.21932      -1.55549     0.83422      0.00029      -0.08627     -0.14871     -0.01552     -0.17167     byEQ         
lammps_0657  0.3929       0.97963      0.22383      -0.97459     0.38679      0.00251      -0.08512     -0.14405     -0.00812     -0.16838     byEQ         
lammps_0658  0.2857       0.97948      0.22371      -1.05852     0.38546      0.00261      -0.08736     -0.14851     -0.00247     -0.16988     byEQ         
lammps_0659  0.3571       0.97947      0.21591      -1.57792     0.68973      -0.00228     -0.08473     -0.14680     -0.01291     -0.16954     byEQ         
lammps_0660  0.8214       0.98217      0.30092      1.87893      0.97057      -0.00378     -0.10622     -0.14730     -0.03423     -0.19055     byEQ         
lammps_0661  0.1429       0.98236      0.31700      1.18715      0.99949      -0.00669     -0.06662     -0.11815     0.00945      -0.13878     byEQ         
lammps_0662  0.3571       0.98071      0.21785      -1.37059     0.57881      0.00063      -0.08849     -0.15058     -0.01092     -0.17261     byEQ         
lammps_0663  0.3571       0.98110      0.21557      -1.62074     0.80629      -0.00011     -0.09035     -0.15336     -0.01818     -0.17819     byEQ         
lammps_0664  0.8214       0.98291      0.29522      1.77382      0.85148      -0.00387     -0.10589     -0.14696     -0.03421     -0.18898     byEQ         
lammps_0665  0.8214       0.98347      0.29394      1.74927      0.82514      -0.00380     -0.10514     -0.14656     -0.03452     -0.18873     byEQ         
lammps_0666  0.4286       0.98240      0.23483      -0.75798     0.69440      0.00540      -0.10086     -0.16188     -0.00257     -0.18228     byEQ         
lammps_0667  0.8214       0.98408      0.29493      1.75602      0.84901      -0.00408     -0.10071     -0.14149     -0.03626     -0.18553     byEQ         
lammps_0668  0.8214       0.98411      0.29459      1.75072      0.84145      -0.00402     -0.10019     -0.14097     -0.03643     -0.18537     byEQ         
lammps_0669  0.8571       0.98441      0.31834      1.72606      0.92304      0.00180      -0.07589     -0.12539     0.00428      -0.14957     byEQ         
lammps_0670  0.8214       0.98452      0.29512      1.70548      0.85399      -0.00346     -0.10160     -0.14453     -0.02951     -0.18439     byEQ         
lammps_0671  0.8571       0.98330      0.31778      1.52650      0.98802      0.00267      -0.07979     -0.12920     0.00602      -0.15254     byEQ         
lammps_0672  0.8214       0.98484      0.29968      1.84821      0.91801      -0.00420     -0.09648     -0.13598     -0.03812     -0.18227     byEQ         
lammps_0673  0.3571       0.98371      0.21562      -1.72587     0.85781      -0.00010     -0.08996     -0.15587     -0.01787     -0.17967     byEQ         
lammps_0674  0.8571       0.98499      0.31971      1.69820      0.95767      0.00433      -0.07502     -0.12661     0.00410      -0.14941     byEQ         
lammps_0675  0.4286       0.98366      0.19669      -1.76560     0.21459      -0.00078     -0.08421     -0.14705     -0.01758     -0.17232     byEQ         
lammps_0676  0.3214       0.98232      0.22213      -1.38951     0.63749      0.00548      -0.08498     -0.14767     -0.00782     -0.16877     byEQ         
lammps_0677  0.8214       0.98536      0.30033      1.86793      0.91493      -0.00391     -0.09997     -0.13904     -0.03682     -0.18439     byEQ         
lammps_0678  0.3571       0.98378      0.21364      -1.58924     0.62245      -0.00128     -0.08781     -0.15148     -0.01375     -0.17338     byEQ         
lammps_0679  0.8571       0.98586      0.31919      1.54115      0.99832      0.00033      -0.08446     -0.13282     0.00906      -0.15579     byEQ         
lammps_0680  0.3571       0.98437      0.22392      -1.61228     0.82688      0.00595      -0.08491     -0.14714     -0.01489     -0.16778     byEQ         
lammps_0681  0.3571       0.98490      0.21825      -1.69079     0.81408      0.00627      -0.08673     -0.15018     -0.01678     -0.17343     byEQ         
lammps_0682  0.3571       0.98552      0.22237      -1.61944     0.80325      -0.00045     -0.08748     -0.14951     -0.01391     -0.17053     byEQ         
lammps_0683  0.3571       0.98543      0.22140      -1.64129     0.78430      0.00625      -0.08324     -0.14525     -0.01562     -0.16762     byEQ         
lammps_0684  0.8214       0.98093      0.29566      1.77878      0.89414      -0.00384     -0.11080     -0.15329     -0.03233     -0.19403     byEQ         
lammps_0685  0.8571       0.98697      0.31810      1.65223      0.88556      0.00190      -0.07733     -0.12538     0.00433      -0.14979     byEQ         
lammps_0686  0.3571       0.98600      0.22247      -1.61625     0.80793      -0.00039     -0.09123     -0.15348     -0.01191     -0.17318     byEQ         
lammps_0687  0.7857       0.98797      0.31693      2.22792      1.08906      -0.00308     -0.09532     -0.13565     -0.03297     -0.17735     byEQ         
lammps_0688  0.3571       0.98529      0.22318      -1.60870     0.81307      0.00571      -0.08768     -0.14952     -0.01458     -0.17002     byEQ         
lammps_0689  0.3571       0.98604      0.22059      -1.65573     0.78218      -0.00037     -0.08287     -0.14529     -0.01546     -0.16766     byEQ         
lammps_0690  0.3929       0.98604      0.20618      -1.60763     0.24835      0.00048      -0.08491     -0.14866     -0.01115     -0.17005     byEQ         
lammps_0691  0.3571       0.98643      0.22080      -1.66024     0.77010      0.00645      -0.08523     -0.14599     -0.01551     -0.16811     byEQ         
lammps_0692  0.8571       0.98842      0.31881      1.66458      0.92627      0.00479      -0.07791     -0.12881     0.00535      -0.15061     byEQ         
lammps_0693  0.8571       0.98847      0.31737      1.62225      0.89943      0.00232      -0.07777     -0.12956     0.00603      -0.15021     byEQ         
lammps_0694  0.4286       0.98681      0.21450      -1.19793     0.30386      0.00567      -0.09483     -0.15557     -0.00922     -0.17812     byEQ         
lammps_0695  0.3571       0.98675      0.21877      -1.71621     0.90146      -0.00058     -0.09033     -0.15265     -0.01753     -0.17660     byEQ         
lammps_0696  0.8571       0.98888      0.31797      1.63349      0.90539      0.00251      -0.07754     -0.12798     0.00531      -0.15041     byEQ         
lammps_0697  0.3571       0.98698      0.21872      -1.72047     0.90873      -0.00102     -0.08888     -0.15161     -0.01758     -0.17587     byEQ         
lammps_0698  0.7857       0.98890      0.31156      2.02232      1.00599      -0.00326     -0.08868     -0.13083     -0.02846     -0.17068     byEQ         
lammps_0699  0.3571       0.98669      0.22099      -1.66585     0.77385      0.00579      -0.08305     -0.14475     -0.01630     -0.16709     byEQ         
lammps_0700  0.9286       0.98898      0.32374      1.70738      0.96698      0.00195      -0.07040     -0.11956     -0.00314     -0.14648     byEQ         
lammps_0701  0.8571       0.98908      0.31860      1.64850      0.90871      0.00461      -0.07925     -0.12899     0.00572      -0.15204     byEQ         
lammps_0702  0.8214       0.98830      0.28682      1.57099      0.66387      -0.00456     -0.11007     -0.15161     -0.03345     -0.19381     byEQ         
lammps_0703  0.2857       0.98904      0.24123      -0.96088     0.82415      0.00257      -0.09079     -0.15747     -0.00057     -0.17244     byEQ         
lammps_0704  0.2143       0.98880      0.25299      -0.50479     0.70011      0.00386      -0.08031     -0.14151     0.00013      -0.16233     byEQ         
lammps_0705  0.3214       0.98753      0.22259      -1.13744     0.52682      0.00719      -0.09271     -0.15286     -0.00789     -0.17545     byEQ         
lammps_0706  0.8214       0.99092      0.32119      2.04814      1.06041      -0.00019     -0.08595     -0.12967     -0.01529     -0.16533     byEQ         
lammps_0707  0.3929       0.98930      0.21945      -1.34767     0.66687      -0.00069     -0.09413     -0.15441     -0.01822     -0.18098     byEQ         
lammps_0708  0.8214       0.99062      0.29247      1.68668      0.67136      -0.00351     -0.10773     -0.14874     -0.02923     -0.18843     byEQ         
lammps_0709  0.2143       0.99102      0.31945      1.17213      1.01169      0.00283      -0.06750     -0.11566     0.00873      -0.13753     byEQ         
lammps_0710  0.3571       0.98935      0.21930      -1.65780     0.75251      -0.00006     -0.08587     -0.14874     -0.01717     -0.17119     byEQ         
lammps_0711  0.4286       0.98967      0.22533      -0.92025     0.36435      0.00535      -0.09400     -0.15355     -0.00594     -0.17723     byEQ         
lammps_0712  0.8214       0.99100      0.29499      1.72784      0.74201      -0.00385     -0.10055     -0.14164     -0.03135     -0.18376     byEQ         
lammps_0713  0.8214       0.99164      0.31372      1.94720      0.93730      -0.00097     -0.09241     -0.13614     -0.01592     -0.17008     byEQ         
lammps_0714  0.3214       0.98894      0.22215      -1.29416     0.44251      0.00003      -0.08485     -0.14828     -0.00619     -0.16946     byEQ         
lammps_0715  0.8214       0.99092      0.31761      1.65331      0.85472      -0.00001     -0.08506     -0.13343     0.00981      -0.15654     byEQ         
lammps_0716  0.8214       0.99064      0.31649      1.56409      0.92853      0.00070      -0.07843     -0.12693     0.00451      -0.15077     byEQ         
lammps_0717  0.3571       0.98984      0.21759      -1.59635     0.67673      0.00672      -0.08290     -0.14552     -0.01598     -0.16990     byEQ         
lammps_0718  0.3571       0.99030      0.21947      -1.65698     0.77671      -0.00070     -0.08520     -0.14717     -0.01652     -0.17048     byEQ         
lammps_0719  0.3571       0.99030      0.21904      -1.67141     0.75098      -0.00081     -0.08638     -0.14875     -0.01708     -0.17134     byEQ         
lammps_0720  0.8214       0.99258      0.30145      1.76116      0.72510      -0.00157     -0.08903     -0.13353     -0.01877     -0.16749     byEQ         
lammps_0721  0.9286       0.99177      0.30127      1.39075      0.62190      0.00063      -0.08356     -0.13314     -0.00543     -0.15927     byEQ         
lammps_0722  0.8214       0.99190      0.30574      1.73179      0.84721      -0.00478     -0.09653     -0.14119     -0.01751     -0.17671     byEQ         
lammps_0723  0.2143       0.99207      0.31251      0.94185      0.94194      0.00317      -0.07135     -0.12461     0.01157      -0.14252     byEQ         
lammps_0724  0.4286       0.94089      0.19689      -1.90704     0.84660      0.00209      -0.08659     -0.15102     -0.01786     -0.17049     byEQ         
lammps_0725  0.5000       0.94184      0.15134      -2.35977     -0.35492     0.00300      -0.06785     -0.13305     -0.02989     -0.15945     byEQ         
lammps_0726  0.5000       0.94265      0.16721      -2.05999     -0.03770     -0.00005     -0.08441     -0.13961     -0.02271     -0.17305     byEQ         
lammps_0727  0.0000       0.95168      0.32127      1.48977      1.17986      -0.01216     -0.04206     -0.09172     -0.00280     -0.12018     byEQ         
lammps_0728  0.5000       0.96015      0.18660      -1.79753     0.17427      0.00326      -0.08032     -0.14141     -0.01868     -0.17237     byEQ         
lammps_0729  0.5000       0.96448      0.19923      -1.61208     0.53895      -0.00157     -0.09705     -0.15740     -0.01652     -0.18254     byEQ         
lammps_0730  0.4167       0.96506      0.20603      -1.30120     0.20761      -0.00252     -0.08423     -0.14591     -0.01250     -0.16994     byEQ         
lammps_0731  0.9375       0.96783      0.32055      1.57530      1.06516      0.00641      -0.06613     -0.11744     0.00454      -0.14094     byEQ         
lammps_0732  0.8571       0.96912      0.29535      1.98601      0.95653      0.00558      -0.11659     -0.15856     -0.03614     -0.20173     byEQ         
lammps_0733  0.9000       0.96848      0.31571      1.55934      0.95375      0.00434      -0.07046     -0.11924     0.00712      -0.14552     byEQ         
lammps_0734  0.0833       0.96983      0.31605      1.26513      1.03608      0.00188      -0.06431     -0.11663     0.00801      -0.13837     byEQ         
lammps_0735  0.3333       0.96912      0.22278      -0.88675     0.32404      0.00562      -0.08722     -0.14280     -0.00670     -0.17187     byEQ         
lammps_0736  0.5000       0.96949      0.19569      -1.72737     0.15671      0.00377      -0.07319     -0.13603     -0.01490     -0.16494     byEQ         
lammps_0737  0.3333       0.96937      0.22487      -0.77730     0.29105      0.00328      -0.08494     -0.14151     -0.00721     -0.17190     byEQ         
lammps_0738  0.5000       0.96995      0.19684      -1.74614     0.20284      0.00004      -0.07312     -0.13683     -0.01465     -0.16461     byEQ         
lammps_0739  0.3571       0.97052      0.21009      -1.56826     0.62962      0.00269      -0.08146     -0.14419     -0.01246     -0.16851     byEQ         
lammps_0740  0.5000       0.96933      0.22487      -0.47846     0.20000      0.00358      -0.10632     -0.16281     -0.00008     -0.18986     byEQ         
lammps_0741  0.4167       0.97133      0.20664      -1.51333     0.34872      0.00424      -0.07940     -0.13864     -0.01201     -0.16533     byEQ         
lammps_0742  0.9167       0.97361      0.32029      1.60061      1.03031      0.00647      -0.06986     -0.12018     0.00436      -0.14354     byEQ         
lammps_0743  0.8000       0.97504      0.31559      2.31403      1.34328      -0.00406     -0.09978     -0.13973     -0.03787     -0.18638     byEQ         
lammps_0744  0.4167       0.97285      0.21050      -1.21344     0.24440      0.00421      -0.07926     -0.13692     -0.01297     -0.16748     byEQ         
lammps_0745  0.3571       0.97321      0.21144      -1.48593     0.58537      0.00118      -0.08531     -0.14866     -0.00981     -0.17129     byEQ         
lammps_0746  0.4167       0.97372      0.22075      -1.05702     0.35433      0.00335      -0.08104     -0.14341     -0.00976     -0.16832     byEQ         
lammps_0747  0.2500       0.97367      0.24848      -0.35806     0.52671      0.00336      -0.08286     -0.13792     -0.00137     -0.16304     byEQ         
lammps_0748  0.5833       0.97319      0.18810      -1.43087     -0.14181     0.00460      -0.09972     -0.15532     -0.01745     -0.18904     byEQ         
lammps_0749  0.4167       0.97536      0.21695      -1.03882     0.34313      -0.00148     -0.08128     -0.13759     -0.01353     -0.16936     byEQ         
lammps_0750  0.5000       0.97445      0.22737      -0.44544     0.17829      0.00344      -0.10571     -0.16202     0.00195      -0.18904     byEQ         
lammps_0751  0.9000       0.97838      0.32002      1.61876      1.00623      0.00295      -0.07052     -0.12160     0.00430      -0.14506     byEQ         
lammps_0752  0.5000       0.97438      0.22853      -0.42898     0.19783      0.00863      -0.10785     -0.16713     0.00216      -0.18978     byEQ         
lammps_0753  0.4167       0.97688      0.22462      -0.81271     0.35429      0.00515      -0.08267     -0.13876     -0.01062     -0.17055     byEQ         
lammps_0754  0.5833       0.97562      0.23092      -0.25877     0.24817      0.00932      -0.11220     -0.17176     -0.00054     -0.19698     byEQ         
lammps_0755  0.4167       0.97656      0.22460      -0.81311     0.35539      0.00395      -0.08266     -0.13875     -0.01061     -0.17051     byEQ         
lammps_0756  0.5000       0.97833      0.20804      -1.58559     0.43479      0.00449      -0.07417     -0.13977     -0.01303     -0.16739     byEQ         
lammps_0757  0.5000       0.97927      0.21524      -1.37977     0.70428      -0.00062     -0.09537     -0.15351     -0.01547     -0.17891     byEQ         
lammps_0758  0.5833       0.97823      0.23451      -0.20647     0.25802      0.00932      -0.11455     -0.17633     0.00228      -0.19845     byEQ         
lammps_0759  0.4167       0.98118      0.24353      0.00599      0.25916      0.00440      -0.10479     -0.16075     0.00366      -0.18465     byEQ         
lammps_0760  0.4167       0.98192      0.21428      -1.33217     0.31410      0.00583      -0.08719     -0.15231     -0.00655     -0.17271     byEQ         
lammps_0761  0.0000       0.98322      0.31798      1.43339      0.98080      0.00448      -0.07187     -0.12474     0.00749      -0.14567     byEQ         
lammps_0762  0.8750       0.98396      0.31627      1.69905      0.85461      0.00437      -0.08106     -0.13266     0.00718      -0.15303     byEQ         
lammps_0763  0.0000       0.98414      0.31551      1.43313      0.95682      0.00186      -0.07478     -0.12483     0.00650      -0.14885     byEQ         
lammps_0764  0.9375       0.98398      0.32340      1.67622      0.98763      0.00935      -0.06821     -0.11722     -0.00302     -0.14425     byEQ         
lammps_0765  0.0000       0.98432      0.31519      1.45873      0.91328      0.00470      -0.07985     -0.13335     0.01017      -0.15261     byEQ         
lammps_0766  0.3571       0.98355      0.21563      -1.72345     0.85527      0.00060      -0.08996     -0.15587     -0.01787     -0.17967     byEQ         
lammps_0767  0.0000       0.98563      0.31497      1.38819      0.92519      0.00099      -0.07740     -0.13057     0.00886      -0.15060     byEQ         
lammps_0768  0.1667       0.98566      0.31396      1.13808      0.95105      0.00845      -0.07877     -0.13658     0.01475      -0.15172     byEQ         
lammps_0769  0.4167       0.98466      0.19145      -1.73258     -0.15108     -0.00056     -0.08366     -0.14669     -0.01735     -0.17121     byEQ         
lammps_0770  0.0000       0.98718      0.31482      1.35754      0.93233      -0.01167     -0.07077     -0.12512     0.00689      -0.14514     byEQ         
lammps_0771  0.3750       0.98613      0.22655      -1.20162     0.47878      0.00227      -0.07858     -0.13853     -0.00703     -0.16221     byEQ         
lammps_0772  0.3571       0.98587      0.22255      -1.61366     0.80458      0.00253      -0.09123     -0.15348     -0.01191     -0.17319     byEQ         
lammps_0773  0.8571       0.95229      0.30160      2.30101      1.03943      0.00571      -0.11231     -0.15437     -0.03402     -0.19669     byEQ         
lammps_0774  0.8214       0.96058      0.30647      2.26651      1.04154      -0.00520     -0.09986     -0.14299     -0.03278     -0.18510     byEQ         
lammps_0775  0.8571       0.96173      0.29762      2.12544      0.95958      0.00550      -0.10853     -0.14950     -0.03786     -0.19395     byEQ         
lammps_0776  0.8214       0.96623      0.30604      2.22818      0.96345      -0.00501     -0.10054     -0.14282     -0.03080     -0.18474     byEQ         
lammps_0777  0.9375       0.96849      0.32024      1.57376      1.07354      -0.01367     -0.06613     -0.11743     0.00455      -0.14092     byEQ         
lammps_0778  0.8571       0.96984      0.29508      1.98323      0.96565      -0.01352     -0.11659     -0.15856     -0.03614     -0.20171     byEQ         
lammps_0779  0.7857       0.97245      0.31513      2.30363      1.17779      0.00511      -0.10646     -0.14968     -0.02841     -0.19007     byEQ         
lammps_0780  0.9167       0.97374      0.32029      1.60054      1.03108      0.00462      -0.06986     -0.12018     0.00435      -0.14355     byEQ         
lammps_0781  0.8214       0.97582      0.30918      2.29964      1.03193      -0.01272     -0.11076     -0.15355     -0.03486     -0.19629     byEQ         
lammps_0782  0.8214       0.97715      0.29213      1.76351      0.82156      -0.01334     -0.10876     -0.15041     -0.03204     -0.19437     byEQ         
lammps_0783  0.7692       0.97859      0.32621      2.49194      1.51175      0.00553      -0.09918     -0.14063     -0.03456     -0.18457     byEQ         
lammps_0784  0.8889       0.97780      0.31908      1.59612      0.96567      -0.00223     -0.07649     -0.12545     0.00799      -0.14912     byEQ         
lammps_0785  0.7857       0.98047      0.31048      2.18538      0.87743      0.00535      -0.10009     -0.14366     -0.02286     -0.18043     byEQ         
lammps_0786  0.8214       0.98045      0.29584      1.78011      0.88994      0.00529      -0.11110     -0.15359     -0.03221     -0.19426     byEQ         
lammps_0787  0.7500       0.98128      0.33263      2.59962      1.61634      0.00565      -0.09586     -0.13746     -0.03389     -0.18101     byEQ         
lammps_0788  0.8750       0.98111      0.31899      1.60943      0.93867      0.00355      -0.08143     -0.12977     0.00850      -0.15328     byEQ         
lammps_0789  0.7500       0.98223      0.31204      1.99930      1.11033      0.00467      -0.10481     -0.14844     -0.02311     -0.18693     byEQ         
lammps_0790  0.7857       0.98351      0.32246      2.43679      1.21109      0.00564      -0.10012     -0.13939     -0.03768     -0.18359     byEQ         
lammps_0791  0.8750       0.98215      0.31881      1.64371      0.92187      0.00350      -0.07404     -0.12280     0.00398      -0.14761     byEQ         
lammps_0792  0.7857       0.98270      0.29156      1.56556      0.80731      0.00374      -0.11071     -0.15298     -0.02696     -0.19487     byEQ         
lammps_0793  0.8214       0.98477      0.30809      2.10433      0.98446      -0.01310     -0.10816     -0.14900     -0.03787     -0.19393     byEQ         
lammps_0794  0.8750       0.98365      0.31808      1.61333      0.93499      0.00444      -0.07777     -0.12866     0.00613      -0.14964     byEQ         
lammps_0795  0.7857       0.98529      0.31603      2.23938      1.12442      -0.01271     -0.10275     -0.14280     -0.03082     -0.18411     byEQ         
lammps_0796  0.9375       0.98410      0.32335      1.67674      0.98906      0.00420      -0.06821     -0.11722     -0.00302     -0.14425     byEQ         
lammps_0797  0.8750       0.98517      0.31935      1.63773      0.95555      -0.00582     -0.07740     -0.12805     0.00629      -0.15026     byEQ         
lammps_0798  0.8182       0.98581      0.31046      2.24603      0.89611      -0.01210     -0.10286     -0.14468     -0.03901     -0.18722     byEQ         
lammps_0799  0.8333       0.98527      0.30621      2.01964      0.67040      0.00547      -0.09403     -0.14045     -0.01419     -0.17100     byEQ         
lammps_0800  0.8571       0.98580      0.31946      1.45397      1.08713      -0.00645     -0.08295     -0.13197     0.00776      -0.15571     byEQ         
lammps_0801  0.7500       0.98690      0.32546      2.38694      1.16294      0.00573      -0.09926     -0.14111     -0.02323     -0.17895     byEQ         
lammps_0802  0.8333       0.98620      0.31630      1.34060      1.04091      -0.00182     -0.08613     -0.13312     0.01176      -0.15789     byEQ         
lammps_0803  0.8333       0.98642      0.31734      1.63840      0.87778      0.00220      -0.07856     -0.12652     0.00651      -0.15168     byEQ         
lammps_0804  0.7857       0.98750      0.30000      1.80849      0.75221      -0.01193     -0.09911     -0.14173     -0.02310     -0.18015     byEQ         
lammps_0805  0.8571       0.98651      0.31594      1.60551      0.87775      -0.01380     -0.07738     -0.12673     0.00488      -0.14922     byEQ         
lammps_0806  0.7500       0.98807      0.32417      2.39690      1.13683      -0.00538     -0.09522     -0.13668     -0.02194     -0.17551     byEQ         
lammps_0807  0.8750       0.98764      0.31783      1.79700      0.83524      0.00446      -0.07923     -0.12975     0.00149      -0.15409     byEQ         
lammps_0808  0.8214       0.98773      0.30214      1.86949      0.98115      0.00256      -0.10314     -0.15018     -0.03517     -0.19336     byEQ         
lammps_0809  0.8333       0.98818      0.29170      1.59158      0.73870      0.00192      -0.10502     -0.14646     -0.03409     -0.18912     byEQ         
lammps_0810  0.8571       0.98843      0.31882      1.66334      0.92742      0.00503      -0.07791     -0.12881     0.00535      -0.15061     byEQ         
lammps_0811  0.8333       0.98784      0.31671      1.47075      0.98622      0.00247      -0.08448     -0.13299     0.00676      -0.15653     byEQ         
lammps_0812  0.8571       0.98828      0.31744      1.62382      0.89714      0.00470      -0.07777     -0.12956     0.00603      -0.15022     byEQ         
lammps_0813  0.7500       0.98911      0.32946      2.47717      1.21605      0.00555      -0.09607     -0.13882     -0.02034     -0.17407     byEQ         
lammps_0814  0.8333       0.98877      0.31931      1.73356      0.94256      -0.00656     -0.07718     -0.12812     0.00357      -0.15105     byEQ         
lammps_0815  0.8500       0.98865      0.31864      1.64413      0.90785      -0.00639     -0.08271     -0.13224     0.00941      -0.15400     byEQ         
lammps_0816  0.7500       0.98865      0.30972      1.98615      0.86530      0.00489      -0.10079     -0.14490     -0.01823     -0.17948     byEQ         
lammps_0817  0.8333       0.98783      0.31918      1.54826      0.97283      -0.00209     -0.08748     -0.13463     0.00983      -0.15838     byEQ         
lammps_0818  0.7857       0.98874      0.31244      2.08737      0.97935      -0.00592     -0.09423     -0.13585     -0.02940     -0.17631     byEQ         
